Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
545743,2020-12-29 12:33:09,503874407318,fraud_Kertzmann LLC,health_fitness,12.33,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,1e29b8f2d3e1134d1b46388ee452e93f,1388320389,28.791048,-99.170462,0
545744,2020-12-29 12:33:35,4048508450704760,fraud_Sawayn PLC,shopping_pos,5.06,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,05d26b8d56b2871509a8b6be3ae6c117,1388320415,40.989272,-98.048594,0
545745,2020-12-29 12:34:12,4683520018489354,fraud_Dooley Inc,shopping_pos,8.62,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,95b3c83eeac1bd71c88b43309d7c7a47,1388320452,34.827012,-118.931478,0
545746,2020-12-29 12:34:17,2229378226512508,"fraud_Windler, Goodwin and Kovacek",home,95.75,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,b59081ad073c3533a026dc10d0fce2f1,1388320457,43.105004,-89.35948499999999,0
545747,2020-12-29 12:34:26,4861310130652566408,fraud_Terry-Huel,shopping_net,3.94,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,ae35f7a3ea71f84466769ecd75eb5edb,1388320466,30.192282,-90.361592,0
545748,2020-12-29 12:34:38,36913587729122,fraud_Cormier LLC,health_fitness,94.85,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,5dcd72ae09fd375f28f9b23385c44dad,1388320478,43.884781,-116.149261,0
545749,2020-12-29 12:35:16,4635330563105903,fraud_Prosacco LLC,personal_care,43.98,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,73a29129eaf5da201301f3999dc81b9e,1388320516,39.47303,-76.461135,0
545750,2020-12-29 12:35:16,378904938837132,fraud_Schoen-Quigley,kids_pets,39.5,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,d0ab590266aec111ebf4f7ed172af51e,1388320516,35.749802,-98.684151,0
545751,2020-12-29 12:35:35,3547574373318979,"fraud_Kutch, Steuber and Gerhold",food_dining,129.57,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1962-04-30,13e384a84a22c5c84bd55b593e368d32,1388320535,38.134536,-89.056573,0
545752,2020-12-29 12:35:55,6538891242532018,fraud_Brown Inc,kids_pets,13.45,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,6d0e8d371ed9ff09fc0d1896caa97775,1388320555,36.837862,-91.453876,0
545753,2020-12-29 12:36:05,630484879808,fraud_Stark-Koss,home,62.3,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1973-02-07,9a58b82b436f58564b06a0080abc3c59,1388320565,37.330271,-120.326798,0
545754,2020-12-29 12:36:05,6528911529051375,fraud_Thiel-Thiel,entertainment,72.41,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,5ec22ce41c148ccd978977205520eaeb,1388320565,45.113976,-91.864604,0
545755,2020-12-29 12:36:28,3585740823295298,fraud_Howe PLC,entertainment,121.88,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,60e90723d41e84d17b495903de705edf,1388320588,33.387698,-100.562147,0
545756,2020-12-29 12:36:38,4229733778084049,fraud_Greenholt Ltd,health_fitness,62.28,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,0fafd70096e644445b5fb7cf9c0ced08,1388320598,36.827843,-86.54126,0
545757,2020-12-29 12:36:48,6501313409525696,fraud_Osinski Inc,personal_care,7.85,Carrie,Lewis,F,28925 Powell Mountains Apt. 762,Pecos,TX,79772,31.4467,-103.5791,12747,"Merchandiser, retail",1987-05-05,acf6371622e4ecd1a5f086b10a72a89d,1388320608,31.584758,-103.497458,0
545758,2020-12-29 12:37:20,4198470814557,fraud_Windler LLC,kids_pets,36.01,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,e0b73c224a954ac8bff532146e20b858,1388320640,41.183615,-95.601082,0
545759,2020-12-29 12:37:35,6597888193422452,fraud_Skiles LLC,home,53.14,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,d945fae4bf9daa47d40d5fc2c1b52ec9,1388320655,34.604721000000005,-98.259372,0
545760,2020-12-29 12:37:48,6538891242532018,fraud_Zboncak Ltd,food_dining,50.21,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,ffe79fc35c836eb5049100f7ff5b2c30,1388320668,35.953873,-90.349601,0
545761,2020-12-29 12:37:51,4400011257587661852,fraud_Hoppe-Parisian,kids_pets,1.8,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,0aa1998c4781a6410275335a4f291350,1388320671,41.380603,-98.631062,0
545762,2020-12-29 12:37:56,6011893664860915,fraud_Gottlieb-Hansen,personal_care,144.66,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,aa9d282fc1239b7730f29cb51928336e,1388320676,38.709747,-105.074173,0
545763,2020-12-29 12:38:00,376445266762684,"fraud_Hagenes, Kohler and Hoppe",food_dining,189.34,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,8458ff96da1b60fd77c5543ab1b712ba,1388320680,40.732042,-101.09569,0
545764,2020-12-29 12:38:14,4783226709001,fraud_Bode-Schuster,kids_pets,2.02,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,1961-04-22,e6acbc0bd71a7f8619388a68f4b208c4,1388320694,38.700561,-99.902296,0
545765,2020-12-29 12:38:22,4512828414983801773,fraud_Stiedemann Inc,misc_pos,5.15,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,2f38a5f650aa25596677cbfb11db541a,1388320702,39.736791,-79.375978,0
545766,2020-12-29 12:38:33,4716561796955522,fraud_Crooks and Sons,personal_care,22.18,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,62fd3280a6769ee9b3fde3ceb8147ed8,1388320713,48.27756,-112.393799,0
545767,2020-12-29 12:38:35,4147608975828480,fraud_Prosacco LLC,personal_care,28.18,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,cdbcc0d56cacc258445b15eaea95fffd,1388320715,44.682301,-95.723374,0
545768,2020-12-29 12:38:47,38530489946071,fraud_McDermott-Rice,misc_pos,4.91,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,404ab948791d5ace8f2e5229ef819ba7,1388320727,34.524566,-81.45344399999999,0
545769,2020-12-29 12:38:51,30029052116970,fraud_Hoppe-Parisian,kids_pets,121.12,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,d71da95556227e6773a287df358af48d,1388320731,41.190562,-78.355879,0
545770,2020-12-29 12:38:57,4689147265057948423,fraud_Crooks and Sons,personal_care,66.92,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,633b17ee80de4c0f11ec134b9bce3b6b,1388320737,41.912728,-96.355562,0
545771,2020-12-29 12:39:14,4979422371139333,fraud_Medhurst Inc,home,2.99,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,d2233fbe8bc6a8eec3fb4d3696801b83,1388320754,41.339989,-99.23998,0
545772,2020-12-29 12:39:18,378278619832195,fraud_Wilkinson PLC,kids_pets,18.67,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,9baa21de73db586dd2f36cc5248e2281,1388320758,44.826821,-123.287526,0
545773,2020-12-29 12:39:48,6011860238257910,"fraud_Schiller, Blanda and Johnson",home,4.91,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,a988ac96a6d0a8663dd49f762fe094b5,1388320788,35.454329,-98.833939,0
545774,2020-12-29 12:39:49,4890424426862856940,fraud_Halvorson Group,misc_pos,200.96,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,17311a436a00d79a0dedaef676844ff5,1388320789,38.437759,-121.469521,0
545775,2020-12-29 12:39:53,343464013864032,fraud_Kub PLC,personal_care,5.1,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,1962-08-13,51788e3840a557ea68e9f22fb6df9112,1388320793,35.953848,-78.706538,0
545776,2020-12-29 12:40:00,4989847570577635369,"fraud_Haley, Jewess and Bechtelar",shopping_pos,170.93,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,74001cdfa69ec10b399675721956d5b2,1388320800,33.498484999999995,-81.592232,0
545777,2020-12-29 12:40:29,4646845581490336108,fraud_Lynch Ltd,shopping_pos,44.29,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,724c5ea4aacf27a73ecefcf1d7df0cdb,1388320829,41.46716,-73.982424,0
545778,2020-12-29 12:40:32,4210078554961359092,"fraud_Cormier, Stracke and Thiel",entertainment,17.1,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,f906e943ac9b653626b743c63d1b7dd7,1388320832,43.322816,-123.742587,0
545779,2020-12-29 12:40:37,2248735346244816,fraud_Cormier LLC,health_fitness,11.84,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,71bbb2ddeed8376fab0c853209dea695,1388320837,39.47918,-99.928959,0
545780,2020-12-29 12:40:56,30234966027947,fraud_Turner and Sons,shopping_pos,2.39,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,6e4df7965e6246e6b6f2e726750cf8a8,1388320856,44.474428,-88.51459200000001,0
545781,2020-12-29 12:41:06,4952583804639909,fraud_Hammes-Beatty,kids_pets,52.46,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,167bef5d1d5115861d6634432c4ebe83,1388320866,41.843419,-80.469177,0
545782,2020-12-29 12:41:10,3537797820923602,"fraud_Hoppe, Harris and Bednar",entertainment,10.12,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,98836,47.4852,-120.4158,584,Medical technical officer,1969-03-20,1b0bc63c82ad8a5b3c8b96d8165aa089,1388320870,47.685696,-121.092713,0
545783,2020-12-29 12:41:15,30290551782700,fraud_Stark-Koss,home,331.37,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,3f77542c772df00258e739003ad41f5f,1388320875,36.0858,-88.60056,0
545784,2020-12-29 12:41:22,2383461948823908,fraud_Jerde-Hermann,travel,3.08,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,ea14287324118d729b5c5e4a492c4e05,1388320882,43.767159,-71.17625100000001,0
545785,2020-12-29 12:41:23,30234966027947,fraud_Schulist Ltd,food_dining,208.73,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,a5d1200c814ef5bdea76026a6f418d8c,1388320883,44.648963,-88.526877,0
545786,2020-12-29 12:41:24,3573386445588324,fraud_Windler LLC,kids_pets,8.69,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,b15e181e11c6a967337fdb81969633bf,1388320884,45.605949,-98.176969,0
545787,2020-12-29 12:41:57,4512828414983801773,fraud_Mayert Group,shopping_pos,7.98,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,10cb5a32ae05d38ca82581de4043630a,1388320917,40.461203000000005,-79.155452,0
545788,2020-12-29 12:42:03,213120463918358,fraud_Champlin-Casper,home,57.77,Willie,Jordan,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",1957-08-08,cd5bc9a39103e31d772a0d08cca1afcc,1388320923,33.224948,-92.824721,0
545789,2020-12-29 12:42:06,3598215285024754,fraud_Pacocha-Bauch,shopping_pos,9.86,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,793eda9051d2ffb8a4659b565e771409,1388320926,40.300069,-72.586024,0
545790,2020-12-29 12:42:12,4555104582813474,fraud_Streich Ltd,home,79.75,Chris,Daniel,M,025 White Fork Apt. 633,Rock Glen,PA,18246,40.954,-76.1747,143,Health and safety adviser,1982-02-19,7794757d1cfc87c750f648f9241deb36,1388320932,41.412154,-75.770422,0
545791,2020-12-29 12:42:16,30103132002433,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,361.11,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,4ef0921a1388b3295de4c943ae136c42,1388320936,40.355749,-78.067574,0
545792,2020-12-29 12:42:17,4839043708100390,fraud_Ankunding LLC,shopping_net,48.56,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,17bebb7a16cfd6227e59b408b58586b5,1388320937,41.63655,-92.709371,0
545793,2020-12-29 12:42:39,4990494243023,"fraud_Streich, Rolfson and Wilderman",kids_pets,2.61,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,e80c06361eba2353d89d6bc71a5a5fdc,1388320959,38.744617,-78.65812,0
545794,2020-12-29 12:42:52,4716561796955522,"fraud_Larkin, Stracke and Greenfelder",entertainment,10.93,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,12cf63a063069e963b315ec1cfaeb879,1388320972,47.370117,-112.337927,0
545795,2020-12-29 12:43:01,30364087349027,"fraud_Hartmann, Rowe and Hermann",travel,1.48,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,d69b195f5ce47484c9d1044598ee6e9d,1388320981,36.388023,-96.930664,0
545796,2020-12-29 12:43:04,213157767990030,fraud_Mohr Inc,shopping_pos,308.37,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,365998b5ef40b72fb8f08e8ae314148b,1388320984,41.132516,-108.870034,0
545797,2020-12-29 12:43:21,5104807169438134,fraud_Johns Inc,entertainment,21.51,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,42da4aecf7aa7c5170e8eeb3249fdd58,1388321001,40.987384000000006,-72.02510699999999,0
545798,2020-12-29 12:43:50,4683638447911,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,132.93,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,9653f8e02790009d16e1a82eb51100ac,1388321030,30.664647,-92.891726,0
545799,2020-12-29 12:43:56,6011366578560244,fraud_Waters-Cruickshank,health_fitness,4.44,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,9b8b450f46967d25e7fe4f20f713b8bb,1388321036,39.909490000000005,-77.43164200000001,0
545800,2020-12-29 12:44:03,4181833256558613886,fraud_Auer LLC,personal_care,28.24,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,3e8f7cad515cbdbc3a146a4849d84dce,1388321043,37.193132,-105.43746000000002,0
545801,2020-12-29 12:44:12,3501942333500073,fraud_Fadel-Hilpert,health_fitness,121.7,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,055547a5059ee76fda675d71192d9dca,1388321052,34.364698,-112.550371,0
545802,2020-12-29 12:44:26,3599237318576484,fraud_Leannon-Ward,food_dining,58.81,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932-11-19,3be95a5e3ed73b393d36071fda2773e4,1388321066,36.477724,-85.722971,0
545803,2020-12-29 12:44:28,6538441737335434,fraud_Predovic Inc,shopping_net,4.34,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,dc760eebfde00f4db73848dd66f1cdc8,1388321068,41.603517,-81.05541099999999,0
545804,2020-12-29 12:44:33,3547560454237873,fraud_Beier LLC,entertainment,51.36,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,8fe7681eb2f5b8aeebd4837abcf9a0fa,1388321073,43.669107,-87.00251999999999,0
545805,2020-12-29 12:44:35,3506042666828517,fraud_Schiller Ltd,personal_care,46.66,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,984fada42e2d99030278d4d4ef8a9d12,1388321075,38.140246000000005,-80.869822,0
545806,2020-12-29 12:44:42,3538520143479972,fraud_Altenwerth-Kilback,home,24.08,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,15d458d0a0cbfa0ef52b435a89f8fe1c,1388321082,41.788733,-83.66654,0
545807,2020-12-29 12:45:00,4179719215697782,"fraud_Kihn, Brakus and Goyette",personal_care,35.86,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",1982-12-27,dbd79d462502b4a9b134a8099b4bcf55,1388321100,43.315123,-93.392948,0
545808,2020-12-29 12:45:06,30181367542315,fraud_Lynch-Mohr,travel,5.71,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953-12-25,5c8f8dbe0e828c91e0a4b24f16685563,1388321106,44.665413,-120.435714,0
